Row Labels,Acb,Act,At,Ba,Bg,Bl,Bp,Cw,Dr,Ep,Fd,Hm,Hw,La,Lt,Lw,Mb,Pa,Pl,Pw,Py,Qg,Ra,Sb,Se,Ss,Sw,Sx,Sxs,Yc
PPxh1/01,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh1/02,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh1/04,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh1/05,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh1/06,,,1,,,,,,,1,3,,,,,,,,,,3,,,,,,,,,
PPxh1/07,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
PPxh1/08,,1,1,,,,,,,1,3,,,,,,,,1,,2,,,,,,,2,,
PPxh2/01,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh2/02,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh2/03,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh2/04,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
PPxh2/06,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
PPxh2/07,,1,1,,,,,,,1,2,,,,,,,,3,,2,,,,,,,3,,
SBPSdc/01,,,1,,,,,,,,1,,,,,,,,3,,,,,1,,,,3,,
SBPSdc/02,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,
SBPSdc/03,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBPSdc/04,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBPSdc/05,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBPSdc/06,,1,1,,,,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBPSdc/07,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBPSdc/08,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBPSmc/01,,,1,,,,,,,,2,,,,,2,,,3,,1,,,1,,,,2,,
SBPSmc/02,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBPSmc/03,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBPSmc/04,,,1,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBPSmc/05,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBPSmc/06,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBPSmc/07,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBPSmk/01,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,3,,
SBPSmk/02,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,1,,
SBPSmk/03,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBPSmk/04,,,1,,,,,,,,3,,,,,,,,3,,,,,1,,,,3,,
SBPSmk/05,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,3,,
SBPSmk/06,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,,3,,
SBPSmk/07,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBPSmk/08,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBPSxc/00,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBPSxc/01,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,,,,
SBPSxc/02b ,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,
SBPSxc/02c,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBPSxc/03,,,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,
SBPSxc/04,,,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,
SBPSxc/05,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,
SBPSxc/06,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,3,,,
SBSdh/01,,,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdh/02,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSdh/03,,,,,,,,,,,3,,,,,3,,,3,1,,,,,,,,,,
SBSdh/04,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,2,,
SBSdh/05,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSdh/06,,,1,,,2,,,,1,3,,,,,,,,2,,,,,,,,,3,,
SBSdh/07,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdh/08,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSdk/00,,1,1,,,,,,,1,3,,,,,,,,2,,,,,,,,,3,,
SBSdk/01,,,1,,,,,,,1,2,,,,,2,,,3,,,,,,,,,3,,
SBSdk/02,,,1,,,,,,,1,,,,,,,,,3,,,,,,,,,2,,
SBSdk/03,,,1,,,,,,,,2,,,,,2,,,3,,,,,2,,,,2,,
SBSdk/04,,,1,,,,,,,1,3,,,,,2,,,3,,,,,,,,,2,,
SBSdk/05,,,1,,,,,,,1,2,,,,,2,,,3,,,,,,,,,3,,
SBSdk/06,,1,1,,,,,,,1,2,,,,,2,,,3,,,,,,,,,3,,
SBSdk/07,,1,1,,,,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSdk/08,,1,1,,,,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSdk/09,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,1,,
SBSdk/10,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSdw1/01,,,1,,,1,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/02,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSdw1/03,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSdw1/04,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/05,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/06,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/07,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/08,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw1/09,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSdw2/01,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw2/02,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSdw2/03,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSdw2/04,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSdw2/05,,,3,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw2/06,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw2/07,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBSdw2/08,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw2/09,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSdw2/10,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSdw2/11,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBSdw3/01,,,1,,,1,,,,1,3,,,,,2,,,3,1,1,,,,,,,3,,
SBSdw3/02,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,1,,
SBSdw3/03,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSdw3/04,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,1,,
SBSdw3/05,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSdw3/06,,1,1,,,2,,,,1,2,,,,,,,,3,,,,,1,,,,3,,
SBSdw3/07,,1,1,,,2,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSdw3/08,,1,1,,,2,,,,1,2,,,,,,,,3,,,,,,,,,3,,
SBSdw3/09,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSdw3/10,,,,,,,,,,,,,,,3,,,,3,,,,,3,,,,3,,
SBSmc1/01,,1,,,,2,,,,,3,,,,,,,,3,,,,,,,,,3,,
SBSmc1/02,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmc1/03,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
SBSmc1/04,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc1/05,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc1/06,,1,,,,2,,,,,3,,,,,,,,3,,,,,,,,,3,,
SBSmc1/07,,1,,,,2,,,,,3,,,,,,,,3,,,,,,,,,3,,
SBSmc1/08,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmc2/01,,,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/02,,,1,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmc2/03,,,1,,,2,,,,,,,,,,,,,3,,,,,2,,,,2,,
SBSmc2/03‡,,,1,,,2,,,,,,,,,,,,,3,,,,,2,,,,2,,
SBSmc2/04,,,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/05,,1,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/05‡,,1,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/06,,1,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/07,,,1,,,1,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmc2/07‡,,,1,,,1,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmc2/08,,1,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmc2/09,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmc2/09‡,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmc2/10,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmc2/11,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmc2/12,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmc2/12‡,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmc3/01,,,0,,,2,,,,0,1,,,,,1,,,3,,,,,,,,,3,,
SBSmc3/02,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmc3/03,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmc3/04,,,,,,1,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBSmc3/05,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSmc3/06,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSmc3/07,,1,1,,,2,,,,1,,,,,,,,,3,,,,,1,,,,3,,
SBSmc3/08,,1,,,,2,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBSmc3/09,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmh/01,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmh/02,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,,,
SBSmh/03,,,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmh/04,,,1,,,1,,,,1,3,,,,,,,,,,,,,,,,,1,,
SBSmh/05,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmh/06,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmh/07,,1,1,,,2,,,,1,3,,,,,,,,,,,,,,,,,3,,
SBSmh/08,,1,1,,,2,,,,1,3,,,,,,,,,,,,,,,,,3,,
SBSmh/09,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,
SBSmk1/01,,,1,,,2,,,,1,2,,,,,,,,3,,,,,,,,,3,,
SBSmk1/02,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmk1/03,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmk1/04,,,1,,,1,,,,1,3,,,,,,,,3,,,,,,,,,1,,
SBSmk1/05,,,1,,,1,,,,1,2,,,,,,,,3,,,,,,,,,3,,
SBSmk1/06,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSmk1/07,,1,1,,,2,,,,1,2,,,,,,,,3,,,,,,,,,3,,
SBSmk1/08,,1,1,,,2,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSmk1/09,,1,1,,,2,,,,,,,,,,,,,2,,,,,1,,,,3,,
SBSmk1/10,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSmk2/01,,,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSmk2/02,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSmk2/03,,,1,,,1,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSmk2/04,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSmk2/05,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSmk2/06,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmm/01,,1,1,,,2,,,,,2,,,,,1,,,3,,,,,,,,,3,,
SBSmm/02,,,1,,,1,,,,,2,,,,,,,,3,,,,,,,,,1,,
SBSmm/03,,,,,,1,,,,,3,,,,,,,,3,,,,,,,,,1,,
SBSmm/04,,,1,,,1,,,,,2,,,,,,,,3,,,,,,,,,1,,
SBSmm/05,,,1,,,2,,,,,2,,,,,1,,,3,,,,,,,,,2,,
SBSmm/06,,,1,,,2,,,,,2,,,,,1,,,3,,,,,,,,,3,,
SBSmm/07,,1,1,,,2,,1,,,2,,,,,,,,3,,,,,,,,,3,,
SBSmm/08,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSmw/01,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmw/02,,,1,,,1,,,,1,3,,,,,,,,3,,,,,,,,,1,,
SBSmw/03,,,1,,,1,,,,,3,,,,,,,,3,,,,,,,,,1,,
SBSmw/04,,,3,,,2,,,,3,3,,,,,,,,3,,,,,,,,,3,,
SBSmw/05,,1,1,,,2,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmw/06,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSmw/07,,1,1,,,3,,,,,,,,,,,,,3,,,,,,,,,3,,
SBSmw/08,,1,1,,,2,,,,1,3,,,,,,,,2,,,,,,,,,3,,
SBSmw/09,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSmw/10,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,3,,
SBSvk/01,,1,1,,,2,,,,1,2,,,,,,,,2,,,,,,,,,3,,
SBSvk/02,,,1,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSvk/03,,,1,,,2,,,,1,3,,,,,,,,2,,,,,,,,,3,,
SBSvk/04,,1,1,,,2,,,,1,2,,,,,,,,2,,,,,,,,,3,,
SBSvk/05,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSvk/06,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSvk/07,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSvk/08,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSvk/09,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSvk/10,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,
SBSwk1/01,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSwk1/02,,,,,,1,,,,,3,,,,,,,,3,,,,,,,,,1,,
SBSwk1/03,,,1,,,1,,,,,3,,,,,,,,3,,,,,,,,,2,,
SBSwk1/04,,,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSwk1/05,,,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSwk1/06,,1,1,,,2,,,,1,,,,,,,,,3,,,,,1,,,,3,,
SBSwk1/07,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk1/08,,1,1,,,2,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSwk1/09,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSwk1/10,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSwk1/11,,,,,,1,,,,,,,,,,,,,3,,,,,3,,,,3,,
SBSwk1/12,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSwk2/01,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk2/02,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSwk2/03,,,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk2/04,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSwk2/05,,1,1,,,3,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSwk2/06,,1,1,,,3,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSwk3/01,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk3/02,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSwk3/03,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,2,,
SBSwk3/04,,,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk3/05,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSwk3/06,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk3/07,,1,1,,,2,,,,1,,,,,,,,,2,,,,,,,,,3,,
SBSwk3/08,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
SBSwk3a/01,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSwk3a/02,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,1,,
SBSwk3a/03,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,2,,
SBSwk3a/04,,,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,3,,
SBSwk3a/05,,,1,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
SBSwk3a/06,,1,1,,,2,,,,1,,,,,,,,,3,,,,,,,,,3,,
SBSwk3a/07,,1,1,,,2,,,,1,3,,,,,,,,2,,,,,,,,,3,,
SBSwk3a/08,,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
